_id,Measure,Race_Ethnicity,Estimate,State,Ratio
ObjectId("5ea70f4c0e7500002003709a"),Adults who reported that home health providers talk about pain in the last 2 months of care,White,89.4,Colorado,2.0%
ObjectId("5ea70f4c0e7500002003709b"),Home health care patients whose bathing improved,White,73.5,Colorado,2.5%
ObjectId("5ea70f4c0e7500002003709c"),Adults who reported that home health providers always explained things in a way that was easy to understand in the last 2 months of care,White,84.5,Colorado,2.6%
ObjectId("5ea70f4c0e7500002003709d"),Adults who reported being told what care and services they would get when they first started getting home health care,White,88.9,Colorado,2.7%
ObjectId("5ea70f4c0e7500002003709e"),Home health patients who had improvement in upper body dressing,White,74.5,Colorado,3.7%
ObjectId("5ea70f4c0e7500002003709f"),Adults who reported that home health providers always treated them with courtesy and respect in the last 2 months of care,White,91.2,Colorado,4.0%
ObjectId("5ea70f4c0e750000200370a0"),Adults who reported a home health provider talking with them about all the prescription and over-the-counter medicines they were taking when they first started getting home health care,White,84.1,Colorado,4.7%
ObjectId("5ea70f4c0e750000200370a1"),Home health care patients who had to be admitted to the hospital,White,18.6,Colorado,4.8%
ObjectId("5ea70f4c0e750000200370a2"),Adults who reported that home health providers always seem informed and up-to-date about all the cares or treatments they got at home in the last 2 months of care,White,64.2,Colorado,5.0%
ObjectId("5ea70f4c0e750000200370a3"),Home health care patients whose ability to walk or move around improved,White,67.6,Colorado,5.5%
ObjectId("5ea70f4c0e750000200370a4"),Home health care patients who had an emergency department visit and then hospitalized,White,14.3,Colorado,5.6%
ObjectId("5ea70f4c0e750000200370a5"),Adults who did not have any problem with the care they received from their home health providers in the last 2 months of care,White,88.5,Colorado,5.9%
ObjectId("5ea70f4c0e750000200370a6"),Adults who reported that home health providers always kept them informed about when they would arrive at their home in the last 2 months of care,White,77.9,Colorado,6.5%
ObjectId("5ea70f4c0e750000200370a7"),Adults who reported that home health providers always treated them as gently as possible in the last 2 months of care,White,86.3,Colorado,6.7%
ObjectId("5ea70f4c0e750000200370a8"),Home health patients who had influenza vaccination during flu season,White,77.9,Colorado,8.1%
ObjectId("5ea70f4c0e750000200370a9"),Home health care patients whose shortness of breath decreased,Black,68.7,Colorado,10.8%
ObjectId("5ea70f4c0e750000200370aa"),Adults who reported getting the help or advice they needed when they contacted their home health providers in the last 2 months of care,Black,27,Colorado,11.2%
ObjectId("5ea70f4c0e750000200370ab"),Adults who reported that home health providers talked with them about the purpose for taking their new or changed prescription medicines in the last 2 months of care,Black,31,Colorado,13.7%
ObjectId("5ea70f4c0e750000200370ac"),Adults home health patients age 18 and over who reported that home health providers talked with them about the side effects of medicines in the last 2 months of care,Black,25.2,Colorado,14.7%
ObjectId("5ea70f4c0e750000200370ad"),Short-stay nursing home residents who were assessed for pneumococcal vaccination,Black,79.8,Colorado,16.2%
ObjectId("5ea70f4c0e750000200370ae"),Adults who reported that home health providers talked with them about when to take medicines in the last 2 months of care,Black,27.9,Colorado,17.7%
ObjectId("5ea70f4c0e750000200370af"),Home health patients who had pneumococcal polysaccharide vaccination,Black,70,Colorado,18.7%
ObjectId("5ea70f4c0e750000200370b0"),Home health care patients whose management of oral medications improved,Black,51.1,Colorado,22.6%
ObjectId("5ea70f4c0e750000200370b1"),Adults who reported getting the help or advice they needed the same day they contacted their home health providers,Black,17.7,Colorado,25.8%
ObjectId("5ea70f4c0e750000200370b2"),Adult hospital patients who strongly disagree or disagree that staff took their preferences and those of their family and caregiver into account when deciding what the patients discharge health care would be,Black,4.6,Colorado,42.0%
ObjectId("5ea70f4c0e750000200370b3"),Home health care patients who had an emergency department visit without a hospitalization,Hispanic,9.6,Colorado,236.2%
ObjectId("5ea70f4c0e750000200370b4"),Short-stay home health patients who had drug education on all medications,NHPI,95.4,Colorado,
ObjectId("5ea70f4c0e750000200370b5"),Composite measure: Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully, explained things clearly, respected what they had to say, and spent enough time with them, Medicare man,NHPI,2.8,Colorado,
ObjectId("5ea70f4c0e750000200370b6"),Adult hospital patients who always had good communication with doctors in the hospital,NHPI,83.7,Colorado,
ObjectId("5ea70f4c0e750000200370b7"),Adult hospital patients who always had good communication with nurses in the hospital,NHPI,82.3,Colorado,
ObjectId("5ea70f4c0e750000200370b8"),Adult hospital patients who strongly agree that they understood how to manage their health after discharge,NHPI,61.4,Colorado,
ObjectId("5ea70f4c0e750000200370b9"),Adult hospital patients who strongly agree that they understood the purpose for taking each of their medications after discharge,NHPI,53.8,Colorado,
ObjectId("5ea70f4c0e750000200370ba"),Long-stay nursing home residents with a urinary tract infection,White,2.7,Colorado,19%
ObjectId("5ea70f4c0e750000200370bb"),Adults who had a doctor´s office or clinic visit in the last 12 months who sometimes or never got advice to quit smoking from provider, Medicare managed care,White,23,Colorado,17%
ObjectId("5ea70f4c0e750000200370bc"),Adults who had an appointment for routine health care in the last 12 months who sometimes or never got an appointments for routine care as soon as wanted, Medicare fee-for-service,White,8.8,Colorado,8%
ObjectId("5ea70f4c0e750000200370bd"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never explained things in a way they could understand, Medicare fee-for-service,White,2.5,Colorado,8%
ObjectId("5ea70f4c0e750000200370be"),Home health care patients whose ability to get in and out of bed improved,White,73.1,Colorado,4%
ObjectId("5ea70f4c0e750000200370bf"),Adults who had an appointment for routine health care in the last 12 months who sometimes or never got an appointments for routine care as soon as wanted, Medicare managed care,White,8.1,Colorado,2%
ObjectId("5ea70f4c0e750000200370c0"),Home health care patients whose pain when moving around decreased,White,74.6,Colorado,1%
ObjectId("5ea70f4c0e750000200370c1"),Adults age 65 and over who ever received pneumococcal vaccination,White,79.5,Colorado,1%
ObjectId("5ea70f4c0e750000200370c2"),Home health care patients whose ability to walk or move around improved,White,72.2,Colorado,1%
ObjectId("5ea70f4c0e750000200370c3"),Home health care patients who stayed at home after an episode of home health care,White,77.9,Colorado,1%
ObjectId("5ea70f4c0e750000200370c4"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully to them, Medicare fee-for-service,White,3.2,Colorado,-0.3%
ObjectId("5ea70f4c0e750000200370c5"),Home health care patients who had to be admitted to the hospital,White,17.7,Colorado,-0.2%
ObjectId("5ea70f4c0e750000200370c6"),Home health patients who had improvement in upper body dressing,White,76.7,Colorado,0.9%
ObjectId("5ea70f4c0e750000200370c7"),Short-stay home health patients who had diabetic foot care and patient education,White,97.6,Colorado,1.0%
ObjectId("5ea70f4c0e750000200370c8"),Home health care patients whose bathing improved,White,74.6,Colorado,1.0%
ObjectId("5ea70f4c0e750000200370c9"),Adults age 40 and over with diagnosed diabetes who received a flu vaccination in the calendar year,White,65.1,Colorado,1.1%
ObjectId("5ea70f4c0e750000200370ca"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never showed respect for what they had to say, Medicare fee-for-service,White,2.5,Colorado,1.2%
ObjectId("5ea70f4c0e750000200370cb"),Adults age 40 and over with diagnosed diabetes who received at least two hemoglobin A1c measurements in the calendar year,White,78,Colorado,1.9%
ObjectId("5ea70f4c0e750000200370cc"),Home health patients who had influenza vaccination during flu season,White,83.1,Colorado,2.0%
ObjectId("5ea70f4c0e750000200370cd"),Adults age 65 and over who received an influenza vaccination in the last flu season,White,68.6,Colorado,2.4%
ObjectId("5ea70f4c0e750000200370ce"),Adults ages 18-64 at high risk (e.g., COPD) who received an influenza vaccination in the last flu season,White,46.3,Colorado,3.1%
ObjectId("5ea70f4c0e750000200370cf"),Adults age 40 and over with diagnosed diabetes who had their feet checked for sores or irritation in the calendar year,White,80.5,Colorado,4.2%
ObjectId("5ea70f4c0e750000200370d0"),Adults who received a blood cholesterol measurement in the last 5 years,White,78.3,Colorado,4.8%
ObjectId("5ea70f4c0e750000200370d1"),Short-stay nursing home patients who had flu vaccination appropriately given,White,88.4,Colorado,4.8%
ObjectId("5ea70f4c0e750000200370d2"),Adults ages 18-64 at high risk (e.g., COPD) who ever received pneumococcal vaccination,White,42.3,Colorado,5.6%
ObjectId("5ea70f4c0e750000200370d3"),Home health care patients whose shortness of breath decreased,White,72.1,Colorado,6.4%
ObjectId("5ea70f4c0e750000200370d4"),Short-stay nursing home residents who were assessed for pneumococcal vaccination,White,89.1,Colorado,6.5%
ObjectId("5ea70f4c0e750000200370d5"),Long-stay nursing home patients who were assessed and appropriately given the seasonal influenza vaccine,White,87.7,Colorado,6.8%
ObjectId("5ea70f4c0e750000200370d6"),Home health care patients who had an emergency department visit and then hospitalized,White,14.5,Colorado,7.1%
ObjectId("5ea70f4c0e750000200370d7"),Home health patients who had pneumococcal polysaccharide vaccination,White,80,Colorado,7.1%
ObjectId("5ea70f4c0e750000200370d8"),Short-stay nursing home patients with pressure ulcers that are new or worsened,White,0.3,Colorado,7.1%
ObjectId("5ea70f4c0e750000200370d9"),Rating of health care 0-6 on a scale from 0 (worst grade) to 10 (best grade) by adults who had a doctor´s office or clinic visit in the last 12 months, Medicare managed care,White,7.7,Colorado,8.0%
ObjectId("5ea70f4c0e750000200370da"),Home health care patients whose management of oral medications improved,White,60.4,Colorado,8.5%
ObjectId("5ea70f4c0e750000200370db"),Long-stay nursing home residents with physical restraints,White,0.2,Colorado,8.7%
ObjectId("5ea70f4c0e750000200370dc"),Long-stay nursing home residents who were assessed for pneumococcal vaccination,White,88.9,Colorado,9.3%
ObjectId("5ea70f4c0e750000200370dd"),Adults age 40 and over with diagnosed diabetes who received a dilated eye examination in the calendar year,Black,65.5,Colorado,12.9%
ObjectId("5ea70f4c0e750000200370de"),Home health care patients whose surgical wound was improved,Black,90.7,Colorado,12.9%
ObjectId("5ea70f4c0e750000200370df"),Adults who needed care right away for an illness, injury, or condition in the last 12 months who sometimes or never got care as soon as wanted, Medicare fee-for-service,Black,6.5,Colorado,15.1%
ObjectId("5ea70f4c0e750000200370e0"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never explained things in a way they could understand, Medicare managed care,Black,2.2,Colorado,15.1%
ObjectId("5ea70f4c0e750000200370e1"),Adults who had a doctor´s office or clinic visit in the last 12 months whose health providers sometimes or never spent enough time with them, Medicare fee-for-service,Black,4.4,Colorado,16.2%
ObjectId("5ea70f4c0e750000200370e2"),Long-stay nursing home residents with too much weight loss,Black,6.3,Colorado,16.4%
ObjectId("5ea70f4c0e750000200370e3"),High-risk, long-stay nursing home patients with pressure ulcer,Black,4,Colorado,17.4%
ObjectId("5ea70f4c0e750000200370e4"),Rating of health care 0-6 on a scale from 0 (worst grade) to 10 (best grade) by adults who had a doctor´s office or clinic visit in the last 12 months, Medicare fee-for-service,Black,10.3,Colorado,18.0%
ObjectId("5ea70f4c0e750000200370e5"),Long-stay nursing home residents whose  ability to move independently worsened,Black,17.3,Colorado,25.9%
ObjectId("5ea70f4c0e750000200370e6"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare managed care,Black,6.4,Colorado,31.2%
ObjectId("5ea70f4c0e750000200370e7"),Short-stay nursing home residents with moderate to severe pain,Black,14.4,Colorado,33.1%
ObjectId("5ea70f4c0e750000200370e8"),Low-risk, long-stay nursing home residents with a catheter inserted and left in the bladder,Black,3.5,Colorado,37.0%
ObjectId("5ea70f4c0e750000200370e9"),Long-stay nursing home residents whose need for help with daily activities increased,Black,14.6,Colorado,37.5%
ObjectId("5ea70f4c0e750000200370ea"),Adults who had a doctor´s office or clinic visit in the last 12 months who sometimes or never got advice to quit smoking from provider, Medicare fee-for-service,Black,42.2,Colorado,46.5%
ObjectId("5ea70f4c0e750000200370eb"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare fee-for-service,Hispanic,11,Colorado,52.3%
ObjectId("5ea70f4c0e750000200370ec"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never showed respect for what they had to say, Medicare managed care,Hispanic,2.8,Colorado,67.5%
ObjectId("5ea70f4c0e750000200370ed"),Long-stay nursing home patients experiencing one or more falls with major injury,Hispanic,0.7,Colorado,68.3%
ObjectId("5ea70f4c0e750000200370ee"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare fee-for-service,Hispanic,7.6,Colorado,73.7%
ObjectId("5ea70f4c0e750000200370ef"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully to them, Medicare managed care,Hispanic,4.2,Colorado,76.2%
ObjectId("5ea70f4c0e750000200370f0"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare managed care,Hispanic,11.6,Colorado,81.8%
ObjectId("5ea70f4c0e750000200370f1"),Adults who needed care right away for an illness, injury, or condition in the last 12 months who sometimes or never got care as soon as wanted, Medicare managed care,Hispanic,8,Colorado,83.2%
ObjectId("5ea70f4c0e750000200370f2"),Low-risk, long-stay nursing home residents with loss of control of bowels or bladder,Hispanic,30.7,Colorado,83.8%
ObjectId("5ea70f4c0e750000200370f3"),Home health care patients who had an emergency department visit without a hospitalization,Hispanic,5.3,Colorado,85.4%
ObjectId("5ea70f4c0e750000200370f4"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never spent enough time with them, Medicare managed care,Hispanic,6,Colorado,116.7%
ObjectId("5ea70f4c0e750000200370f5"),Long-stay nursing home residents with moderate to severe pain,Hispanic,10.5,Colorado,122.8%
ObjectId("5ea70f4c0e750000200370f6"),Long-stay nursing home residents have depressive symptoms,Hispanic,3.5,Colorado,203.5%
ObjectId("5ea70f4c0e750000200370f7"),Short-stay home health patients who had drug education on all medications,NHPI,97,Colorado,
ObjectId("5ea70f4c0e750000200370f8"),People who needed to see a doctor but could not because of cost in the past 12 months,NHPI,8.9,Colorado,
ObjectId("5ea70f4c0e750000200370f9"),Composite measure: Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully, explained things clearly, respected what they had to say, and spent enough time with them, Medicare man,NHPI,3.8,Colorado,
ObjectId("5ea70f4c0e750000200370fa"),Composite measure: Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully, explained things clearly, respected what they had to say, and spent enough time with them, Medicare fee,NHPI,3.1,Colorado,
ObjectId("5ea70f4c0e750000200370fb"),Adults age 40 and over with diagnosed diabetes who received a flu vaccination in the calendar year,White,70.1,Colorado,6%
ObjectId("5ea70f4c0e750000200370fc"),Adults age 65 and over who received an influenza vaccination in the last flu season,White,71.2,Colorado,1%
ObjectId("5ea70f4c0e750000200370fd"),Adults age 65 and over who ever received pneumococcal vaccination,White,77,Colorado,2.2%
ObjectId("5ea70f4c0e750000200370fe"),Adults ages 18-64 at high risk (e.g., COPD) who ever received pneumococcal vaccination,White,43.4,Colorado,3.2%
ObjectId("5ea70f4c0e750000200370ff"),Adults age 40 and over with diagnosed diabetes who received at least two hemoglobin A1c measurements in the calendar year,White,76.4,Colorado,3.9%
ObjectId("5ea70f4c0e75000020037100"),Adults age 40 and over with diagnosed diabetes who had their feet checked for sores or irritation in the calendar year,Black,71,Colorado,15.5%
ObjectId("5ea70f4c0e75000020037101"),Adults who received a blood cholesterol measurement in the last 5 years,Black,67.3,Colorado,18.2%
ObjectId("5ea70f4c0e75000020037102"),Adults age 40 and over with diagnosed diabetes who received a dilated eye examination in the calendar year,Black,59,Colorado,21.5%
ObjectId("5ea70f4c0e75000020037103"),Adults ages 18-64 at high risk (e.g., COPD) who received an influenza vaccination in the last flu season,Black,30.7,Colorado,35.7%
ObjectId("5ea70f4c0e75000020037104"),Hospital inpatient stays involving opioid-related diagnoses per 100,000 population,Hispanic,330.9,Colorado,221.7%
ObjectId("5ea70f4c0e75000020037105"),People who needed to see a doctor but could not because of cost in the past 12 months,NHPI,21.1,Colorado,
ObjectId("5ea70f4c0e75000020037106"),Adults ages 18-64 at high risk (e.g., COPD) who received an influenza vaccination in the last flu season,White,51.5,Colorado,8%
ObjectId("5ea70f4c0e75000020037107"),Adults age 40 and over with diagnosed diabetes who received a flu vaccination in the calendar year,White,69.6,Colorado,6%
ObjectId("5ea70f4c0e75000020037108"),Adults age 65 and over who ever received pneumococcal vaccination,White,82.8,Colorado,5%
ObjectId("5ea70f4c0e75000020037109"),Adults age 65 and over who received an influenza vaccination in the last flu season,White,71.9,Colorado,2%
ObjectId("5ea70f4c0e7500002003710a"),Adults age 40 and over with diagnosed diabetes who received a dilated eye examination in the calendar year,White,76.8,Colorado,2%
ObjectId("5ea70f4c0e7500002003710b"),Adults age 40 and over with diagnosed diabetes who received at least two hemoglobin A1c measurements in the calendar year,White,81,Colorado,2%
ObjectId("5ea70f4c0e7500002003710c"),Adults who received a blood cholesterol measurement in the last 5 years,White,83.5,Colorado,2%
ObjectId("5ea70f4c0e7500002003710d"),Adults age 40 and over with diagnosed diabetes who had their feet checked for sores or irritation in the calendar year,White,82.4,Colorado,1.9%
ObjectId("5ea70f4c0e7500002003710e"),Adults ages 18-64 at high risk (e.g., COPD) who ever received pneumococcal vaccination,Black,32.6,Colorado,27.3%
ObjectId("5ea70f4c0e7500002003710f"),Hospital inpatient stays involving opioid-related diagnoses per 100,000 population,Hispanic,175,Colorado,70.1%
ObjectId("5ea70f4c0e75000020037110"),People who needed to see a doctor but could not because of cost in the past 12 months,NHPI,4.2,Colorado,
ObjectId("5ea70f4c0e75000020037111"),Long-stay nursing home residents with physical restraints,White,0.2,Connecticut,26%
ObjectId("5ea70f4c0e75000020037112"),Long-stay nursing home residents with a urinary tract infection,White,2.7,Connecticut,20%
ObjectId("5ea70f4c0e75000020037113"),Adults who needed care right away for an illness, injury, or condition in the last 12 months who sometimes or never got care as soon as wanted, Medicare fee-for-service,White,4.6,Connecticut,18%
ObjectId("5ea70f4c0e75000020037114"),Adults who had an appointment for routine health care in the last 12 months who sometimes or never got an appointments for routine care as soon as wanted, Medicare managed care,White,6.9,Connecticut,17%
ObjectId("5ea70f4c0e75000020037115"),Adults who had an appointment for routine health care in the last 12 months who sometimes or never got an appointments for routine care as soon as wanted, Medicare fee-for-service,White,8.1,Connecticut,14%
ObjectId("5ea70f4c0e75000020037116"),Low-risk, long-stay nursing home residents with a catheter inserted and left in the bladder,White,2.4,Connecticut,4%
ObjectId("5ea70f4c0e75000020037117"),Adults who received a blood cholesterol measurement in the last 5 years,White,82.8,Connecticut,1%
ObjectId("5ea70f4c0e75000020037118"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare managed care,White,6.4,Connecticut,-0.5%
ObjectId("5ea70f4c0e75000020037119"),Rating of health care 0-6 on a scale from 0 (worst grade) to 10 (best grade) by adults who had a doctor´s office or clinic visit in the last 12 months, Medicare fee-for-service,White,8.8,Connecticut,0.1%
ObjectId("5ea70f4c0e7500002003711a"),Short-stay home health patients who had diabetic foot care and patient education,White,97.5,Connecticut,1.1%
ObjectId("5ea70f4c0e7500002003711b"),Adults who did not have any problem with the care they received from their home health providers in the last 2 months of care,White,92.7,Connecticut,1.4%
ObjectId("5ea70f4c0e7500002003711c"),Long-stay nursing home residents who were assessed for pneumococcal vaccination,White,96.5,Connecticut,1.5%
ObjectId("5ea70f4c0e7500002003711d"),Adults who reported that home health providers always treated them with courtesy and respect in the last 2 months of care,White,93.3,Connecticut,1.8%
ObjectId("5ea70f4c0e7500002003711e"),Adults who reported being told what care and services they would get when they first started getting home health care,White,89,Connecticut,2.5%
ObjectId("5ea70f4c0e7500002003711f"),Short-stay nursing home residents who were assessed for pneumococcal vaccination,White,92.5,Connecticut,2.9%
ObjectId("5ea70f4c0e75000020037120"),Adults who reported that home health providers always treated them as gently as possible in the last 2 months of care,White,89.7,Connecticut,3.0%
ObjectId("5ea70f4c0e75000020037121"),Short-stay nursing home patients who had flu vaccination appropriately given,White,88.9,Connecticut,4.3%
ObjectId("5ea70f4c0e75000020037122"),Adults who reported a home health provider talking with them about all the prescription and over-the-counter medicines they were taking when they first started getting home health care,White,83.9,Connecticut,4.9%
ObjectId("5ea70f4c0e75000020037123"),Adults age 65 and over who received an influenza vaccination in the last flu season,White,66.7,Connecticut,5.1%
ObjectId("5ea70f4c0e75000020037124"),Adults ages 18-64 at high risk (e.g., COPD) who received an influenza vaccination in the last flu season,White,45.3,Connecticut,5.2%
ObjectId("5ea70f4c0e75000020037125"),Adults who reported a home health provider talking with them about how to set up their home so they can move around safely when they first started getting home health care,White,75.9,Connecticut,5.2%
ObjectId("5ea70f4c0e75000020037126"),Adults who reported that home health providers always listen carefully to them in the last 2 months of care,White,83.3,Connecticut,5.3%
ObjectId("5ea70f4c0e75000020037127"),Adults who reported that home health providers always explained things in a way that was easy to understand in the last 2 months of care,White,82,Connecticut,5.5%
ObjectId("5ea70f4c0e75000020037128"),Adults age 65 and over who ever received pneumococcal vaccination,White,74.3,Connecticut,5.6%
ObjectId("5ea70f4c0e75000020037129"),Adults who reported that home health providers always seem informed and up-to-date about all the cares or treatments they got at home in the last 2 months of care,White,63.5,Connecticut,6.1%
ObjectId("5ea70f4c0e7500002003712a"),Home health care patients whose pain when moving around decreased,White,69.2,Connecticut,6.2%
ObjectId("5ea70f4c0e7500002003712b"),Adults who reported that home health providers talk about pain in the last 2 months of care,White,85.6,Connecticut,6.2%
ObjectId("5ea70f4c0e7500002003712c"),Long-stay nursing home patients who were assessed and appropriately given the seasonal influenza vaccine,White,87.9,Connecticut,6.6%
ObjectId("5ea70f4c0e7500002003712d"),Adults who needed to see a specialist in the last 12 months who sometimes or never found it easy to see a specialist, Medicare fee-for-service,White,7.8,Connecticut,7.7%
ObjectId("5ea70f4c0e7500002003712e"),Home health patients who had influenza vaccination during flu season,White,78.1,Connecticut,7.9%
ObjectId("5ea70f4c0e7500002003712f"),Home health care patients whose ability to walk or move around improved,White,65.4,Connecticut,8.5%
ObjectId("5ea70f4c0e75000020037130"),Adults who reported that home health providers always kept them informed about when they would arrive at their home in the last 2 months of care,White,76.1,Connecticut,8.6%
ObjectId("5ea70f4c0e75000020037131"),Adults who reported that home health providers talked with them about the purpose for taking their new or changed prescription medicines in the last 2 months of care,White,32.7,Connecticut,9.0%
ObjectId("5ea70f4c0e75000020037132"),Adults age 40 and over with diagnosed diabetes who received a dilated eye examination in the calendar year,White,67.8,Connecticut,9.8%
ObjectId("5ea70f4c0e75000020037133"),Home health patients who had improvement in upper body dressing,Black,69.5,Connecticut,10.2%
ObjectId("5ea70f4c0e75000020037134"),Adults who reported getting the help or advice they needed when they contacted their home health providers in the last 2 months of care,Black,27.3,Connecticut,10.3%
ObjectId("5ea70f4c0e75000020037135"),Adults age 40 and over with diagnosed diabetes who received at least two hemoglobin A1c measurements in the calendar year,Black,71,Connecticut,10.7%
ObjectId("5ea70f4c0e75000020037136"),High-risk, long-stay nursing home patients with pressure ulcer,Black,3.8,Connecticut,10.9%
ObjectId("5ea70f4c0e75000020037137"),Home health care patients whose ability to get in and out of bed improved,Black,62.6,Connecticut,10.9%
ObjectId("5ea70f4c0e75000020037138"),Home health care patients whose bathing improved,Black,67.1,Connecticut,11.0%
ObjectId("5ea70f4c0e75000020037139"),Adults who reported that home health providers talked with them about when to take medicines in the last 2 months of care,Black,30.1,Connecticut,11.2%
ObjectId("5ea70f4c0e7500002003713a"),Adults who reported a home health provider asking to see all the prescription and over-the-counter medicines they were taking, when they first started getting home health care,Black,75.2,Connecticut,12.1%
ObjectId("5ea70f4c0e7500002003713b"),Home health care patients who stayed at home after an episode of home health care,Black,68.1,Connecticut,12.1%
ObjectId("5ea70f4c0e7500002003713c"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully to them, Medicare managed care,Black,2.7,Connecticut,12.1%
ObjectId("5ea70f4c0e7500002003713d"),Adults age 40 and over with diagnosed diabetes who had their feet checked for sores or irritation in the calendar year,Black,73.8,Connecticut,12.2%
ObjectId("5ea70f4c0e7500002003713e"),Adults who reported getting the help or advice they needed the same day they contacted their home health providers,Black,20.8,Connecticut,12.8%
ObjectId("5ea70f4c0e7500002003713f"),Home health care patients whose shortness of breath decreased,Black,67,Connecticut,13.0%
ObjectId("5ea70f4c0e75000020037140"),Home health care patients whose management of oral medications improved,Black,57.2,Connecticut,13.3%
ObjectId("5ea70f4c0e75000020037141"),Home health care patients whose surgical wound was improved,Black,91.1,Connecticut,13.4%
ObjectId("5ea70f4c0e75000020037142"),Adults who had a doctor´s office or clinic visit in the last 12 months who sometimes or never got advice to quit smoking from provider, Medicare managed care,Black,31.6,Connecticut,13.9%
ObjectId("5ea70f4c0e75000020037143"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never explained things in a way they could understand, Medicare fee-for-service,Black,3,Connecticut,14.0%
ObjectId("5ea70f4c0e75000020037144"),Adults age 40 and over with diagnosed diabetes who received a flu vaccination in the calendar year,Black,56.3,Connecticut,14.5%
ObjectId("5ea70f4c0e75000020037145"),Adults home health patients age 18 and over who reported that home health providers talked with them about the side effects of medicines in the last 2 months of care,Black,25.2,Connecticut,14.7%
ObjectId("5ea70f4c0e75000020037146"),Long-stay nursing home residents with too much weight loss,Black,6.2,Connecticut,15.8%
ObjectId("5ea70f4c0e75000020037147"),Home health patients who had pneumococcal polysaccharide vaccination,Black,71.3,Connecticut,17.2%
ObjectId("5ea70f4c0e75000020037148"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never showed respect for what they had to say, Medicare fee-for-service,Black,2.9,Connecticut,18.6%
ObjectId("5ea70f4c0e75000020037149"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never showed respect for what they had to say, Medicare managed care,Black,2,Connecticut,18.7%
ObjectId("5ea70f4c0e7500002003714a"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never explained things in a way they could understand, Medicare managed care,Black,2.3,Connecticut,19.8%
ObjectId("5ea70f4c0e7500002003714b"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare managed care,Black,5.9,Connecticut,20.6%
ObjectId("5ea70f4c0e7500002003714c"),Adults who had a doctor's office or clinic visit in the last 12 months whose health providers sometimes or never listened carefully to them, Medicare fee-for-service,Black,3.9,Connecticut,22.8%
ObjectId("5ea70f4c0e7500002003714d"),Adult hospital patients who did not receive good communication about discharge information,Black,9.9,Connecticut,28.2%
ObjectId("5ea70f4c0e7500002003714e"),Long-stay nursing home residents with moderate to severe pain,Black,6.1,Connecticut,29.8%
ObjectId("5ea70f4c0e7500002003714f"),Adults ages 18-64 at high risk (e.g., COPD) who ever received pneumococcal vaccination,Black,30.4,Connecticut,32.2%
ObjectId("5ea70f4c0e75000020037150"),Short-stay nursing home residents with moderate to severe pain,Black,14.5,Connecticut,34.0%
ObjectId("5ea70f4c0e75000020037151"),Long-stay nursing home residents whose  ability to move independently worsened,Black,18.9,Connecticut,37.6%
ObjectId("5ea70f4c0e75000020037152"),Short-stay nursing home patients with pressure ulcers that are new or worsened,Black,0.4,Connecticut,39.3%
ObjectId("5ea70f4c0e75000020037153"),Adults who had a doctor's office or clinic visit in the last 12 months and needed care, tests, or treatment who sometimes or never found it easy to get the care, tests, or treatment, Medicare fee-for-service,Black,6.1,Connecticut,40.0%
ObjectId("5ea70f4c0e75000020037154"),Long-stay nursing home residents whose need for help with daily activities increased,Black,15.1,Connecticut,42.2%
ObjectId("5ea70f4c0e75000020037155"),Adult hospital patients who sometimes or never had good communication about medications they received in the hospital,Black,11.3,Connecticut,45.6%
ObjectId("5ea70f4c0e75000020037156"),Long-stay nursing home residents have depressive symptoms,Black,1.7,Connecticut,49.6%
ObjectId("5ea70f4c0e75000020037157"),Home health care patients who had to be admitted to the hospital,Hispanic,27.1,Connecticut,52.8%
